Complaint Year,Month,Patrol Borough Name,County,Offense Description,Bias Motive Description,Offense Category,General Offense Description
2021,7,PATROL BORO MAN NORTH,NEW YORK,OFF. AGNST PUB ORD SENSBLTY &,ANTI-OTHER ETHNICITY,Ethnicity/National Origin/Ancestry,OFF. AGNST PUB ORD SENSBLTY &
2021,7,PATROL BORO MAN NORTH,NEW YORK,OFF. AGNST PUB ORD SENSBLTY &,ANTI-ASIAN,Race/Color,OFF. AGNST PUB ORD SENSBLTY &
2021,9,PATROL BORO MAN NORTH,NEW YORK,FELONY ASSAULT,ANTI-ASIAN,Race/Color,FELONY ASSAULT
2021,1,PATROL BORO MAN NORTH,NEW YORK,OFF. AGNST PUB ORD SENSBLTY &,ANTI-ASIAN,Race/Color,OFF. AGNST PUB ORD SENSBLTY &
2021,2,PATROL BORO MAN NORTH,NEW YORK,MISCELLANEOUS PENAL LAW,ANTI-JEWISH,Religion/Religious Practice,MISCELLANEOUS PENAL LAW
2021,6,PATROL BORO MAN NORTH,NEW YORK,CRIMINAL MISCHIEF & RELATED OF,ANTI-JEWISH,Religion/Religious Practice,CRIMINAL MISCHIEF & RELATED OF
2021,9,PATROL BORO MAN NORTH,NEW YORK,MISCELLANEOUS PENAL LAW,ANTI-JEWISH,Religion/Religious Practice,MISCELLANEOUS PENAL LAW
2021,3,PATROL BORO MAN NORTH,NEW YORK,CRIMINAL MISCHIEF & RELATED OF,ANTI-JEWISH,Religion/Religious Practice,CRIMINAL MISCHIEF & RELATED OF
2021,8,PATROL BORO MAN NORTH,NEW YORK,MISCELLANEOUS PENAL LAW,ANTI-JEWISH,Religion/Religious Practice,MISCELLANEOUS PENAL LAW
2021,8,PATROL BORO MAN NORTH,NEW YORK,CRIMINAL MISCHIEF & RELATED OF,ANTI-JEWISH,Religion/Religious Practice,CRIMINAL MISCHIEF & RELATED OF
2021,3,PATROL BORO MAN NORTH,NEW YORK,CRIMINAL MISCHIEF & RELATED OF,ANTI-JEWISH,Religion/Religious Practice,CRIMINAL MISCHIEF & RELATED OF
2021,3,PATROL BORO MAN NORTH,NEW YORK,MISCELLANEOUS PENAL LAW,ANTI-JEWISH,Religion/Religious Practice,MISCELLANEOUS PENAL LAW
2021,4,PATROL BORO MAN NORTH,NEW YORK,ASSAULT 3 & RELATED OFFENSES,ANTI-ASIAN,Race/Color,ASSAULT 3 & RELATED OFFENSES
2021,5,PATROL BORO MAN NORTH,NEW YORK,ASSAULT 3 & RELATED OFFENSES,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,ASSAULT 3 & RELATED OFFENSES
2021,7,PATROL BORO MAN NORTH,NEW YORK,ASSAULT 3 & RELATED OFFENSES,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,ASSAULT 3 & RELATED OFFENSES
2021,9,PATROL BORO MAN NORTH,NEW YORK,MISCELLANEOUS PENAL LAW,ANTI-JEWISH,Religion/Religious Practice,MISCELLANEOUS PENAL LAW
2021,9,PATROL BORO MAN NORTH,NEW YORK,MISCELLANEOUS PENAL LAW,ANTI-JEWISH,Religion/Religious Practice,MISCELLANEOUS PENAL LAW
2021,4,PATROL BORO MAN NORTH,NEW YORK,FELONY ASSAULT,ANTI-ASIAN,Race/Color,FELONY ASSAULT
2021,5,PATROL BORO MAN NORTH,NEW YORK,FELONY ASSAULT,ANTI-WHITE,Race/Color,FELONY ASSAULT
2021,6,PATROL BORO MAN NORTH,NEW YORK,ASSAULT 3 & RELATED OFFENSES,ANTI-ASIAN,Race/Color,ASSAULT 3 & RELATED OFFENSES
2021,8,PATROL BORO MAN NORTH,NEW YORK,MISCELLANEOUS PENAL LAW,ANTI-JEWISH,Religion/Religious Practice,MISCELLANEOUS PENAL LAW
2021,9,PATROL BORO MAN NORTH,NEW YORK,MISCELLANEOUS PENAL LAW,ANTI-JEWISH,Religion/Religious Practice,MISCELLANEOUS PENAL LAW
2021,9,PATROL BORO MAN NORTH,NEW YORK,MISCELLANEOUS PENAL LAW,ANTI-JEWISH,Religion/Religious Practice,MISCELLANEOUS PENAL LAW
2021,4,PATROL BORO MAN NORTH,NEW YORK,MISCELLANEOUS PENAL LAW,ANTI-BLACK,Race/Color,MISCELLANEOUS PENAL LAW
2021,5,PATROL BORO MAN NORTH,NEW YORK,FELONY ASSAULT,ANTI-ASIAN,Race/Color,FELONY ASSAULT
2021,5,PATROL BORO MAN NORTH,NEW YORK,MISCELLANEOUS PENAL LAW,ANTI-JEWISH,Religion/Religious Practice,MISCELLANEOUS PENAL LAW
2021,5,PATROL BORO MAN NORTH,NEW YORK,MISCELLANEOUS PENAL LAW,ANTI-JEWISH,Religion/Religious Practice,MISCELLANEOUS PENAL LAW
2021,6,PATROL BORO MAN NORTH,NEW YORK,OFF. AGNST PUB ORD SENSBLTY &,ANTI-JEWISH,Religion/Religious Practice,OFF. AGNST PUB ORD SENSBLTY &
2021,6,PATROL BORO MAN NORTH,NEW YORK,MISCELLANEOUS PENAL LAW,ANTI-JEWISH,Religion/Religious Practice,MISCELLANEOUS PENAL LAW
2021,8,PATROL BORO MAN NORTH,NEW YORK,ASSAULT 3 & RELATED OFFENSES,ANTI-OTHER ETHNICITY,Ethnicity/National Origin/Ancestry,ASSAULT 3 & RELATED OFFENSES
2021,1,PATROL BORO MAN NORTH,NEW YORK,MISCELLANEOUS PENAL LAW,ANTI-BLACK,Race/Color,MISCELLANEOUS PENAL LAW
2021,4,PATROL BORO MAN NORTH,NEW YORK,OFF. AGNST PUB ORD SENSBLTY &,ANTI-ASIAN,Race/Color,OFF. AGNST PUB ORD SENSBLTY &
2021,5,PATROL BORO MAN NORTH,NEW YORK,ASSAULT 3 & RELATED OFFENSES,ANTI-WHITE,Race/Color,ASSAULT 3 & RELATED OFFENSES
2021,5,PATROL BORO MAN NORTH,NEW YORK,MISCELLANEOUS PENAL LAW,ANTI-JEWISH,Religion/Religious Practice,MISCELLANEOUS PENAL LAW
2021,1,PATROL BORO MAN NORTH,NEW YORK,CRIMINAL MISCHIEF & RELATED OF,ANTI-JEWISH,Religion/Religious Practice,CRIMINAL MISCHIEF & RELATED OF
2021,1,PATROL BORO MAN NORTH,NEW YORK,MISCELLANEOUS PENAL LAW,ANTI-JEWISH,Religion/Religious Practice,MISCELLANEOUS PENAL LAW
2021,5,PATROL BORO MAN NORTH,NEW YORK,OFF. AGNST PUB ORD SENSBLTY &,ANTI-BLACK,Race/Color,OFF. AGNST PUB ORD SENSBLTY &
2021,2,PATROL BORO MAN NORTH,NEW YORK,FELONY ASSAULT,ANTI-ASIAN,Race/Color,FELONY ASSAULT
2021,6,PATROL BORO MAN NORTH,NEW YORK,FELONY ASSAULT,ANTI-TRANSGENDER,Gender,FELONY ASSAULT
2021,8,PATROL BORO MAN NORTH,NEW YORK,ASSAULT 3 & RELATED OFFENSES,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,ASSAULT 3 & RELATED OFFENSES
2021,7,PATROL BORO MAN NORTH,NEW YORK,OFF. AGNST PUB ORD SENSBLTY &,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,OFF. AGNST PUB ORD SENSBLTY &
2021,7,PATROL BORO MAN NORTH,NEW YORK,OFF. AGNST PUB ORD SENSBLTY &,ANTI-JEWISH,Religion/Religious Practice,OFF. AGNST PUB ORD SENSBLTY &
2021,8,PATROL BORO MAN NORTH,NEW YORK,HARRASSMENT 2,ANTI-JEWISH,Religion/Religious Practice,HARRASSMENT 2
2021,4,PATROL BORO BRONX,BRONX,CRIMINAL MISCHIEF & RELATED OF,ANTI-BLACK,Race/Color,CRIMINAL MISCHIEF & RELATED OF
2021,6,PATROL BORO BRONX,BRONX,ASSAULT 3 & RELATED OFFENSES,ANTI-WHITE,Race/Color,ASSAULT 3 & RELATED OFFENSES
2021,4,PATROL BORO BRONX,BRONX,ROBBERY,ANTI-TRANSGENDER,Gender,ROBBERY/BURGLARY
2021,2,PATROL BORO BRONX,BRONX,MISCELLANEOUS PENAL LAW,ANTI-JEWISH,Religion/Religious Practice,MISCELLANEOUS PENAL LAW
2021,5,PATROL BORO BRONX,BRONX,OFF. AGNST PUB ORD SENSBLTY &,ANTI-ASIAN,Race/Color,OFF. AGNST PUB ORD SENSBLTY &
2021,9,PATROL BORO BRONX,BRONX,MISCELLANEOUS PENAL LAW,ANTI-JEWISH,Religion/Religious Practice,MISCELLANEOUS PENAL LAW
2021,4,PATROL BORO BRONX,BRONX,ASSAULT 3 & RELATED OFFENSES,ANTI-ASIAN,Race/Color,ASSAULT 3 & RELATED OFFENSES
2021,8,PATROL BORO BRONX,BRONX,FELONY ASSAULT,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,FELONY ASSAULT
2021,8,PATROL BORO BRONX,BRONX,ASSAULT 3 & RELATED OFFENSES,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,ASSAULT 3 & RELATED OFFENSES
2021,9,PATROL BORO BRONX,BRONX,MISCELLANEOUS PENAL LAW,ANTI-JEWISH,Religion/Religious Practice,MISCELLANEOUS PENAL LAW
2021,1,PATROL BORO BRONX,BRONX,CRIMINAL MISCHIEF & RELATED OF,ANTI-TRANSGENDER,Gender,CRIMINAL MISCHIEF & RELATED OF
2021,5,PATROL BORO BRONX,BRONX,MISCELLANEOUS PENAL LAW,ANTI-JEWISH,Religion/Religious Practice,MISCELLANEOUS PENAL LAW
2021,1,PATROL BORO BRONX,BRONX,CRIMINAL MISCHIEF & RELATED OF,ANTI-BLACK,Race/Color,CRIMINAL MISCHIEF & RELATED OF
2021,4,PATROL BORO BRONX,BRONX,CRIMINAL MISCHIEF & RELATED OF,ANTI-JEWISH,Religion/Religious Practice,CRIMINAL MISCHIEF & RELATED OF
2021,4,PATROL BORO BRONX,BRONX,CRIMINAL MISCHIEF & RELATED OF,ANTI-JEWISH,Religion/Religious Practice,CRIMINAL MISCHIEF & RELATED OF
2021,4,PATROL BORO BRONX,BRONX,CRIMINAL MISCHIEF & RELATED OF,ANTI-JEWISH,Religion/Religious Practice,CRIMINAL MISCHIEF & RELATED OF
2021,4,PATROL BORO BRONX,BRONX,FELONY ASSAULT,ANTI-JEWISH,Religion/Religious Practice,FELONY ASSAULT
2021,5,PATROL BORO BRONX,BRONX,MISCELLANEOUS PENAL LAW,ANTI-JEWISH,Religion/Religious Practice,MISCELLANEOUS PENAL LAW
2021,6,PATROL BORO BRONX,BRONX,FELONY ASSAULT,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,FELONY ASSAULT
2021,3,PATROL BORO BKLYN SOUTH,KINGS,MISCELLANEOUS PENAL LAW,ANTI-JEWISH,Religion/Religious Practice,MISCELLANEOUS PENAL LAW
2021,7,PATROL BORO BKLYN SOUTH,KINGS,FELONY ASSAULT,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,FELONY ASSAULT
2021,3,PATROL BORO BKLYN SOUTH,KINGS,ASSAULT 3 & RELATED OFFENSES,ANTI-ASIAN,Race/Color,ASSAULT 3 & RELATED OFFENSES
2021,4,PATROL BORO BKLYN SOUTH,KINGS,OFF. AGNST PUB ORD SENSBLTY &,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,OFF. AGNST PUB ORD SENSBLTY &
2021,5,PATROL BORO BKLYN SOUTH,KINGS,CRIMINAL MISCHIEF & RELATED OF,ANTI-MUSLIM,Religion/Religious Practice,CRIMINAL MISCHIEF & RELATED OF
2021,8,PATROL BORO BKLYN SOUTH,KINGS,ASSAULT 3 & RELATED OFFENSES,ANTI-JEWISH,Religion/Religious Practice,ASSAULT 3 & RELATED OFFENSES
2021,3,PATROL BORO BKLYN SOUTH,KINGS,ASSAULT 3 & RELATED OFFENSES,ANTI-ASIAN,Race/Color,ASSAULT 3 & RELATED OFFENSES
2021,4,PATROL BORO BKLYN SOUTH,KINGS,MISCELLANEOUS PENAL LAW,ANTI-JEWISH,Religion/Religious Practice,MISCELLANEOUS PENAL LAW
2021,4,PATROL BORO BKLYN SOUTH,KINGS,CRIMINAL MISCHIEF & RELATED OF,ANTI-JEWISH,Religion/Religious Practice,CRIMINAL MISCHIEF & RELATED OF
2021,7,PATROL BORO BKLYN SOUTH,KINGS,CRIMINAL MISCHIEF & RELATED OF,ANTI-CATHOLIC,Religion/Religious Practice,CRIMINAL MISCHIEF & RELATED OF
